,Vehicle_S1,Vehicle_S2,Vehicle_S9,SMAC_S3,SMAC_S11,SMAC_S12,ICB_S5,ICB_S13,ICB_S14,SMAC+ICB_S7,SMAC+ICB_S8,SMAC+ICB_S15
Lrp2bp,-0.335068727957134,-1.65092859422815,-1.86701998220955,-1.00142301155876,-0.844314431843606,-1.40581336236663,-2.18486180108396,-0.846749540759436,-1.33164960061246,-1.01484051950255,-1.14391796904623,-1.68974466699474
Kcne4,-1.92003122867829,-1.40992049472436,-1.47999685910031,-0.605494335227623,-1.14916901337203,-0.643973099561394,-1.89535518388897,-0.133053725916077,-1.57265770011626,-1.94772632364401,-1.93241386385252,-0.635296882972368
Ms4a4b,-5.0899562301206,-5.11036021286545,-3.98249719962949,-2.44199560294474,-1.53619213648127,-1.68144780498006,1.30342468022553,0.290753982990499,0.325462685864527,1.73239341011748,1.84655925683526,-0.997866962357076
6430550D23Rik,-1.6305246114833,-3.52539771214429,-1.66056910474213,-0.295154214615473,-0.844314431843606,-0.437522222093967,-1.10685928908268,-0.967043774477147,-1.86216431731124,-0.277874925336345,-1.30438264123947,-1.48329378952732
Ccdc30,-1.38951651197951,-2.30300529080785,-2.39753469890833,-1.00142301155876,-0.713069898565353,-1.28551912864892,-1.10685928908268,-0.846749540759436,-1.86216431731124,0.0846951540483641,-1.4849548868813,-1.14225687169225
Abi3bp,-1.38951651197951,-1.94043521142314,-3.24553160546328,-1.34245992939383,-1.77720023598507,-0.571823313805559,-3.03285870763891,-0.735718228370691,-2.22473439669595,-1.31969510103097,0.280579859481682,1.82898413532633
Dnah14,-1.00249338887026,-0.718042790086691,-1.66056910474213,-2.07942552356004,-1.77720023598507,-1.28551912864892,-2.54743188046867,-1.40314288928382,0.582620525361651,-1.70671822414022,-1.14391796904623,-0.746328195361112
Sox12,-1.18306563451208,-1.40992049472436,-1.47999685910031,-2.44199560294474,-0.844314431843606,-1.07139432329607,-2.54743188046867,-1.58371513492564,-1.12519872314504,-2.237232940839,0.034419272212284,0.391175328388823
Tnfrsf4,-2.282601308063,-2.78843211797809,-1.47999685910031,-0.725788568945335,-2.914703759735,-2.02248472281512,-1.44789620691775,-0.446211611175707,-0.944626477503218,0.147430909396327,-0.437649172102939,-0.180731019506886
Il27ra,-1.92003122867829,-2.30300529080785,-1.47999685910031,-1.00142301155876,-0.988704341178781,-1.40581336236663,-1.89535518388897,-1.79016601239307,-1.57265770011626,-0.452961631894436,0.280579859481682,-0.997866962357076
Trim17,-1.00249338887026,-1.40992049472436,-2.76010477829304,-0.857033102223587,-1.14916901337203,-0.374786466746005,-1.44789620691775,-0.967043774477147,-1.57265770011626,-0.277874925336345,-1.14391796904623,-2.58282946307823
Igsf5,-2.282601308063,-0.586798256808438,-1.86701998220955,-0.857033102223587,-0.592775664847642,-1.40581336236663,-0.496805807398697,-2.68325080847656,-0.0778930083666819,-2.59980302022371,-0.182392116860864,-1.93075276649854
Artn,-1.6305246114833,-1.02289737161511,-0.61326338996377,-1.78991890636505,-2.42927693256476,-0.503110563721544,-0.496805807398697,-1.58371513492564,-0.784161805309971,-2.59980302022371,-1.4849548868813,-0.635296882972368
Zap70,-5.0899562301206,-2.78843211797809,-1.47999685910031,-1.54891080686126,-1.77720023598507,-1.17448781626017,-0.310392683167816,-1.79016601239307,0.0123048006048965,0.658931248176462,1.40257038386029,-1.68974466699474
Slc26a10,-0.335068727957134,-1.02289737161511,-0.141194945648547,-1.78991890636505,-1.77720023598507,-0.503110563721544,-1.44789620691775,-0.536409420147285,-0.508527362696544,-0.452961631894436,-5.39184548248981,-1.68974466699474
Cass4,-1.00249338887026,-2.30300529080785,-1.66056910474213,-1.78991890636505,-1.32974125901385,-1.07139432329607,-0.400590492139394,-0.967043774477147,-1.86216431731124,-1.70671822414022,-0.999528059711054,-0.532203390008264
Dusp23,-3.50499372939945,-0.586798256808438,-1.66056910474213,-1.34245992939383,-0.988704341178781,-1.28551912864892,-2.18486180108396,-0.846749540759436,-1.57265770011626,-0.883595986224298,-0.347451363131361,-0.435988074748961
Fsd2,-1.92003122867829,0.175042005996797,-1.47999685910031,-1.00142301155876,-1.32974125901385,-1.40581336236663,-1.89535518388897,-3.1686776356468,-0.508527362696544,-0.362763822922857,-0.533864487362242,-2.22025938369352
Icam5,-0.697638807341842,-3.52539771214429,-0.92360351057592,-2.92742243011499,-0.592775664847642,-1.40581336236663,-0.710930612751545,-0.205203511671912,-1.57265770011626,-0.549176947153739,-1.69140576434872,-0.866622429078823
Sla2,-2.282601308063,-0.718042790086691,-3.98249719962949,-0.494463022838879,-2.914703759735,-0.975179008036767,-0.069384583664021,-1.0982883077554,-1.33164960061246,-0.277874925336345,-0.533864487362242,-0.997866962357076
Ang,-1.92003122867829,-1.02289737161511,-2.10802808171335,-0.295154214615473,-1.53619213648127,-2.46994369978635,-1.10685928908268,-1.40314288928382,-2.71016122386619,-1.15923042883773,-0.636957980326345,0.675904805321936
Mtmr7,-1.18306563451208,-2.78843211797809,-0.812572198187177,-0.204956405643894,-0.713069898565353,-0.314665474308434,-1.44789620691775,-1.24267821709057,-2.22473439669595,-1.15923042883773,-1.69140576434872,-1.93075276649854
Gpr182,-2.282601308063,-0.466504023090727,-3.24553160546328,-1.78991890636505,-2.06670685318005,-1.28551912864892,-0.710930612751545,-0.967043774477147,-0.277201816590089,-0.883595986224298,-0.999528059711054,-0.746328195361112
Trpc3,-1.18306563451208,-0.355472710701983,-0.282057481488397,-1.00142301155876,-0.988704341178781,-1.28551912864892,-2.54743188046867,-2.32068072909185,-1.57265770011626,-1.01484051950255,-1.69140576434872,-1.48329378952732
Sertad4,-1.18306563451208,-1.65092859422815,-1.86701998220955,-1.78991890636505,-2.914703759735,-0.719921952794693,-3.03285870763891,-1.58371513492564,-1.33164960061246,-0.549176947153739,-0.182392116860864,1.05275911071289
Tgm1,-5.0899562301206,-2.78843211797809,-3.24553160546328,-0.605494335227623,-5.23663185462237,-1.07139432329607,-0.710930612751545,-2.68325080847656,-1.33164960061246,1.30708757538481,1.92103747279454,3.75702053980639
Camk2a,-1.6305246114833,-3.52539771214429,-2.76010477829304,-1.34245992939383,-1.14916901337203,0.00136201913924397,-5.35478680252627,0.985127700432238,1.53776628957739,-1.94772632364401,-0.868283526432801,0.224525458979372
Sez6,-2.282601308063,-2.30300529080785,-1.17514227757188,-1.54891080686126,-2.42927693256476,-1.28551912864892,0.199802049151368,-0.735718228370691,-1.57265770011626,-1.94772632364401,-1.30438264123947,0.54055295242705
Cacna1d,-2.76802813523324,-2.78843211797809,-2.39753469890833,-1.78991890636505,-2.06670685318005,-0.800092301478676,-1.26732396127593,-0.133053725916077,-0.944626477503218,-0.652270440117842,-0.999528059711054,0.759562734368846
Adamtsl1,-1.92003122867829,-1.94043521142314,-0.92360351057592,-1.34245992939383,-1.53619213648127,-1.28551912864892,-2.18486180108396,-2.03117411189686,-1.33164960061246,-0.763301752506586,-0.636957980326345,0.0360803695662616
Vxn,-0.446100040345878,-2.30300529080785,-1.47999685910031,0.478569929560851,-2.06670685318005,-2.02248472281512,-1.44789620691775,-0.735718228370691,-1.57265770011626,-0.763301752506586,-1.30438264123947,-2.22025938369352
Lad1,-3.50499372939945,-2.78843211797809,-2.76010477829304,-2.07942552356004,-2.06670685318005,-2.75945031698133,-0.962469379747509,-5.49060573053416,-2.22473439669595,1.27934258490191,3.04694637008845,4.41555948701578
Fndc1,-1.38951651197951,-3.52539771214429,-1.66056910474213,-3.66438802428119,-1.14916901337203,-0.643973099561394,-2.54743188046867,-1.40314288928382,-0.508527362696544,-1.31969510103097,-0.182392116860864,2.09363139212842
Fmod,-2.76802813523324,-3.52539771214429,-1.66056910474213,-1.54891080686126,-0.844314431843606,-1.17448781626017,-1.10685928908268,-1.79016601239307,-1.57265770011626,0.147430909396327,-0.182392116860864,0.101668711193839
Ap1m2,-5.0899562301206,-1.94043521142314,-1.47999685910031,-0.120067508057381,-1.77720023598507,-1.53705789564488,-1.65434708438518,-2.68325080847656,-0.944626477503218,-1.15923042883773,0.874941058205087,1.57559989952625
Efcab6,-1.38951651197951,-1.20346961725693,-0.92360351057592,-1.00142301155876,-3.65166935390121,-0.314665474308434,-1.89535518388897,-1.40314288928382,-0.174108323625985,-1.01484051950255,-0.74798929271509,-2.22025938369352
Itgae,-1.6305246114833,-1.94043521142314,-2.10802808171335,-0.725788568945335,-0.282435544235491,-2.22893560028255,-0.069384583664021,-1.58371513492564,-1.86216431731124,-1.50026734667279,-1.14391796904623,-0.866622429078823
Pdcd1,-5.0899562301206,-5.11036021286545,-3.24553160546328,-2.07942552356004,-1.77720023598507,-2.75945031698133,0.911999738168632,0.617918726244009,-0.174108323625985,1.75271339449708,1.42833347992537,-0.435988074748961
Npas1,-1.92003122867829,-1.20346961725693,-0.0756066040209704,0.0360516938599006,-1.14916901337203,-1.17448781626017,-3.03285870763891,-0.967043774477147,-0.784161805309971,-1.31969510103097,-1.30438264123947,-3.06825629024847
Lynx1,-3.50499372939945,-2.78843211797809,-1.04389774429363,-2.07942552356004,-1.77720023598507,-1.53705789564488,-1.44789620691775,-0.133053725916077,-1.33164960061246,-0.277874925336345,-0.636957980326345,0.58709553836408
Tmc7,-0.23197523499303,-2.30300529080785,-1.31953218690706,-1.54891080686126,-0.592775664847642,-0.975179008036767,-3.76982430180511,-2.03117411189686,-1.33164960061246,-1.01484051950255,-1.30438264123947,0.442705629028906
Syce2,-2.282601308063,-1.65092859422815,-3.98249719962949,-1.54891080686126,-0.713069898565353,-1.17448781626017,-0.599899300362801,-2.68325080847656,-0.639771895974797,-0.652270440117842,0.280579859481682,-0.345790265777383
Gm27021,-1.6305246114833,-2.30300529080785,-1.47999685910031,0.17691422969975,-2.06670685318005,-1.40581336236663,-1.65434708438518,-2.32068072909185,-0.944626477503218,-0.763301752506586,-0.74798929271509,-0.866622429078823
Cd244a,-3.50499372939945,-2.30300529080785,-3.98249719962949,-1.16188768375201,-1.77720023598507,-1.8419124771733,-0.069384583664021,-1.0982883077554,0.0123048006048965,0.320762512281888,-0.262562465544848,-0.345790265777383
Ptx3,-2.76802813523324,-1.65092859422815,-3.98249719962949,-0.494463022838879,-3.65166935390121,0.640480289907306,-2.54743188046867,-0.632624735406588,-0.784161805309971,-1.31969510103097,-0.182392116860864,1.35128260126531
Cdkn2b,-1.92003122867829,-1.94043521142314,-1.17514227757188,-0.605494335227623,-2.42927693256476,-1.8419124771733,-1.44789620691775,-2.03117411189686,-0.639771895974797,-2.59980302022371,0.441044531674928,0.164404466541801
Awat2,-3.50499372939945,-1.02289737161511,-3.24553160546328,-0.494463022838879,-1.32974125901385,-1.53705789564488,-0.962469379747509,-2.03117411189686,-1.12519872314504,-0.121755723419062,-0.437649172102939,-0.26090136819087
Ddn,-1.92003122867829,-1.20346961725693,-1.47999685910031,-3.66438802428119,-1.77720023598507,-1.07139432329607,-2.54743188046867,0.575483459923612,0.898648018809329,-1.31969510103097,-2.2219204810475,-0.345790265777383
Kcnip3,-1.18306563451208,-2.30300529080785,-1.04389774429363,-1.78991890636505,-1.53619213648127,0.22037180108104,-1.65434708438518,-1.0982883077554,-2.71016122386619,-3.82219544156015,0.336074972073385,0.492458664226005
Rem1,-0.566394274063589,-1.65092859422815,-0.709478705223073,-0.605494335227623,-0.988704341178781,-1.40581336236663,-0.310392683167816,-2.03117411189686,-0.277201816590089,-3.82219544156015,-3.06991738760245,-0.746328195361112
Sema6c,0.524753613994606,-0.252379217737879,-0.709478705223073,-5.24935052500235,-0.988704341178781,-0.975179008036767,-1.89535518388897,-0.281152364905211,-1.86216431731124,-1.94772632364401,-1.30438264123947,-1.3027215438855
Klhl40,-5.0899562301206,-2.78843211797809,-1.47999685910031,0.727929398497569,0.0487703642398821,-1.40581336236663,-2.18486180108396,-0.967043774477147,-2.22473439669595,-1.15923042883773,0.222864361625394,0.0360803695662616
Ppl,-5.0899562301206,-5.11036021286545,-1.86701998220955,-1.16188768375201,-1.32974125901385,-1.8419124771733,-0.310392683167816,-5.49060573053416,-2.71016122386619,0.859628598413591,3.46302290077042,4.28400788300985
Ly6g5b,-1.18306563451208,-1.40992049472436,-0.438176683405679,-1.78991890636505,-0.988704341178781,-1.28551912864892,-2.54743188046867,-0.967043774477147,-1.86216431731124,-1.31969510103097,-1.69140576434872,-0.866622429078823
Gm10767,-1.00249338887026,-3.52539771214429,-0.61326338996377,-0.725788568945335,-0.988704341178781,-0.975179008036767,-2.18486180108396,-0.967043774477147,-1.57265770011626,-1.50026734667279,-1.69140576434872,-0.635296882972368
Has2,-0.566394274063589,-1.20346961725693,-1.17514227757188,-2.07942552356004,-0.592775664847642,-2.75945031698133,-3.76982430180511,-1.40314288928382,-1.86216431731124,-1.70671822414022,-0.106443263627566,0.838634305360045
Angpt1,-3.50499372939945,-2.30300529080785,-3.24553160546328,-1.54891080686126,-0.988704341178781,-1.8419124771733,-0.496805807398697,-2.03117411189686,-1.12519872314504,0.320762512281888,0.538891855073072,-0.180731019506886
Slc52a3,-3.50499372939945,-0.718042790086691,-1.66056910474213,-1.78991890636505,-1.53619213648127,-1.28551912864892,-0.962469379747509,-2.32068072909185,-1.12519872314504,-0.652270440117842,-1.4849548868813,0.632183427892618
Slc10a6,-2.282601308063,-2.30300529080785,-3.24553160546328,-2.44199560294474,-1.53619213648127,-0.800092301478676,-1.26732396127593,-3.1686776356468,-0.508527362696544,-0.549176947153739,-0.0342934778717304,1.70784769782469
Frat1,-1.38951651197951,-1.02289737161511,-0.92360351057592,-1.34245992939383,-2.06670685318005,-2.22893560028255,-1.44789620691775,-0.846749540759436,-0.784161805309971,-2.59980302022371,-0.636957980326345,-1.14225687169225
Mpp4,-1.38951651197951,-0.065966093506998,-2.76010477829304,-1.78991890636505,-1.77720023598507,-0.884981199065189,-2.18486180108396,-1.79016601239307,-0.277201816590089,-1.50026734667279,-0.533864487362242,-1.48329378952732
Uroc1,-1.18306563451208,-1.20346961725693,-2.39753469890833,0.30523832667529,-0.713069898565353,-2.02248472281512,-1.65434708438518,-2.68325080847656,-0.944626477503218,-1.15923042883773,-1.4849548868813,-1.3027215438855
Cabyr,-2.76802813523324,-1.94043521142314,-1.04389774429363,-0.725788568945335,-2.06670685318005,-0.884981199065189,-1.26732396127593,-1.24267821709057,-0.944626477503218,-1.01484051950255,-0.868283526432801,-1.68974466699474
H2bc11,-1.18306563451208,-1.65092859422815,-1.17514227757188,-1.16188768375201,-0.481744352458898,-1.53705789564488,-0.831224846469257,-1.0982883077554,-2.71016122386619,-1.50026734667279,-2.58449056043221,-0.635296882972368
Tfec,-3.50499372939945,-2.78843211797809,-2.10802808171335,-1.54891080686126,-2.06670685318005,-0.643973099561394,-0.710930612751545,-0.846749540759436,-1.57265770011626,-0.452961631894436,-0.533864487362242,0.224525458979372
Eepd1,-3.50499372939945,-2.78843211797809,-1.66056910474213,-1.16188768375201,-2.06670685318005,-1.68144780498006,-0.710930612751545,-1.24267821709057,-0.639771895974797,-0.452961631894436,-0.636957980326345,-0.0326323805177524
Pde1a,-1.18306563451208,-0.718042790086691,-1.04389774429363,-1.00142301155876,-0.844314431843606,-1.17448781626017,-0.496805807398697,-2.32068072909185,-3.4471268180324,-1.50026734667279,-2.2219204810475,-0.635296882972368
Cxcl1,-1.92003122867829,-1.65092859422815,-2.10802808171335,-0.605494335227623,-0.713069898565353,-1.07139432329607,-3.03285870763891,-1.24267821709057,-3.4471268180324,-1.31969510103097,-1.93241386385252,2.43636410215508
Plin4,-1.92003122867829,-3.52539771214429,-2.39753469890833,-0.295154214615473,-2.06670685318005,-1.40581336236663,-2.54743188046867,-0.536409420147285,-2.22473439669595,0.147430909396327,-0.437649172102939,0.58709553836408
Prrt2,-5.0899562301206,0.381492883464223,-5.56745970035065,1.35056231718478,-1.77720023598507,-0.374786466746005,-5.35478680252627,-1.0982883077554,0.749270394771103,-0.549176947153739,-0.106443263627566,0.799640173744181
Clec9a,-1.18306563451208,-3.52539771214429,-3.98249719962949,-1.78991890636505,-1.53619213648127,-1.40581336236663,0.0714779521758283,-0.536409420147285,-0.784161805309971,-0.452961631894436,-0.0342934778717304,-1.48329378952732
P4ha3,-3.50499372939945,-0.252379217737879,-2.10802808171335,-1.78991890636505,-2.914703759735,-0.201454863860443,-1.10685928908268,-2.03117411189686,-1.86216431731124,-1.31969510103097,0.222864361625394,0.224525458979372
Rasl11a,-1.38951651197951,-1.65092859422815,-1.66056910474213,-1.34245992939383,-0.481744352458898,-0.975179008036767,-0.310392683167816,-1.40314288928382,-1.86216431731124,-3.08522984739395,-2.2219204810475,-0.26090136819087
Bmp2,-1.6305246114833,-1.94043521142314,-1.17514227757188,-1.00142301155876,-1.32974125901385,-1.40581336236663,-1.26732396127593,-1.79016601239307,-1.33164960061246,-1.50026734667279,-1.93241386385252,-0.345790265777383
Il1a,-1.38951651197951,-5.11036021286545,-1.66056910474213,-1.00142301155876,-0.1073488376774,-2.02248472281512,-0.831224846469257,-2.03117411189686,-3.4471268180324,-0.883595986224298,-0.74798929271509,2.56981754693224
H2ac10,-1.6305246114833,-1.40992049472436,-1.04389774429363,-0.605494335227623,-0.988704341178781,-2.75945031698133,-1.89535518388897,-3.1686776356468,-0.0778930083666819,-1.70671822414022,-0.74798929271509,-0.635296882972368
Mtcl1,-0.23197523499303,-0.718042790086691,-1.47999685910031,-0.391369529874776,-3.65166935390121,-1.17448781626017,-2.54743188046867,-1.40314288928382,-0.944626477503218,-1.70671822414022,-1.69140576434872,-0.746328195361112
Traf3ip3,-1.00249338887026,-2.30300529080785,-1.66056910474213,-1.34245992939383,-1.77720023598507,-2.75945031698133,-0.310392683167816,-1.24267821709057,-3.4471268180324,0.0191068124207871,0.280579859481682,-1.14225687169225
Adrb2,-1.92003122867829,-2.30300529080785,-3.98249719962949,-2.07942552356004,-2.914703759735,-0.884981199065189,-1.89535518388897,-2.68325080847656,-0.0778930083666819,-0.277874925336345,0.538891855073072,1.7897247048791
Prss16,-1.18306563451208,-1.65092859422815,-3.24553160546328,-0.605494335227623,-2.06670685318005,-2.22893560028255,-0.710930612751545,-0.967043774477147,-1.12519872314504,-1.31969510103097,-0.868283526432801,-0.746328195361112
H4c1,-2.282601308063,-2.30300529080785,-1.86701998220955,-0.857033102223587,-1.53619213648127,-0.975179008036767,-0.310392683167816,-0.846749540759436,-1.57265770011626,-1.01484051950255,-1.30438264123947,-1.93075276649854
Nkpd1,-2.282601308063,-1.65092859422815,-1.47999685910031,-1.78991890636505,-2.06670685318005,-2.02248472281512,-1.89535518388897,-2.03117411189686,-1.33164960061246,-0.652270440117842,-0.106443263627566,0.492458664226005
Tex13b,-1.6305246114833,-1.94043521142314,-2.39753469890833,-1.34245992939383,-1.14916901337203,-0.800092301478676,-0.496805807398697,-1.40314288928382,-1.86216431731124,-1.50026734667279,-0.636957980326345,-1.68974466699474
Rerg,-1.00249338887026,-1.94043521142314,-1.47999685910031,-1.00142301155876,-0.844314431843606,-0.256949976452147,-1.89535518388897,-1.40314288928382,-0.639771895974797,-2.237232940839,-2.2219204810475,-1.93075276649854
Gpr160,-2.282601308063,-3.52539771214429,-1.66056910474213,-1.54891080686126,-3.65166935390121,-1.53705789564488,-1.26732396127593,-1.79016601239307,-0.784161805309971,-0.121755723419062,0.222864361625394,1.08554904583056
Art4,-1.00249338887026,-0.586798256808438,-1.86701998220955,-1.00142301155876,-0.713069898565353,-1.17448781626017,-1.44789620691775,-2.03117411189686,-2.71016122386619,-3.08522984739395,-1.14391796904623,-0.104782166273588
Fn3k,-1.92003122867829,-1.02289737161511,-0.523065580992192,-1.78991890636505,-2.914703759735,-0.975179008036767,-0.069384583664021,-1.0982883077554,-0.0778930083666819,-1.50026734667279,-1.93241386385252,-3.06825629024847
Tnfrsf25,-1.38951651197951,-1.40992049472436,-0.61326338996377,-0.391369529874776,-2.06670685318005,-1.68144780498006,-0.069384583664021,-3.905643229813,-0.639771895974797,-1.31969510103097,-3.06991738760245,-0.345790265777383
Mylk3,-0.842028716677017,0.175042005996797,-3.24553160546328,-1.54891080686126,-1.32974125901385,-1.8419124771733,-1.44789620691775,-1.58371513492564,-1.33164960061246,-1.94772632364401,-1.93241386385252,-0.0326323805177524
Gm43302,-5.0899562301206,-5.11036021286545,-5.56745970035065,-0.204956405643894,1.10321814826226,-1.40581336236663,1.86438171793589,-5.49060573053416,2.26253143013807,3.38400494627371,2.73227582933937,-5.39018438513584
Grap2,-3.50499372939945,-5.11036021286545,-2.10802808171335,-2.44199560294474,-0.481744352458898,-2.75945031698133,0.575950535036617,-1.40314288928382,-1.33164960061246,1.06857548868509,1.11594915770888,-0.532203390008264
Trpm2,-5.0899562301206,-1.40992049472436,-5.56745970035065,-1.34245992939383,-3.65166935390121,-1.68144780498006,0.985063200358355,-0.446211611175707,-0.944626477503218,0.701366514496858,1.20806735969731,0.28224095683566
Sbk2,-1.38951651197951,-1.65092859422815,-0.523065580992192,-0.857033102223587,-1.77720023598507,-1.07139432329607,-1.44789620691775,-1.24267821709057,-2.22473439669595,-0.883595986224298,-2.2219204810475,-1.68974466699474
Dhrs9,-3.50499372939945,-2.78843211797809,-1.17514227757188,-0.605494335227623,-1.14916901337203,-1.17448781626017,-2.18486180108396,-1.24267821709057,-1.57265770011626,-2.237232940839,-0.182392116860864,0.799640173744181
Myo5c,0.637964224442597,-2.30300529080785,-1.17514227757188,-2.07942552356004,-0.713069898565353,-0.884981199065189,-0.710930612751545,-2.32068072909185,-2.71016122386619,-2.59980302022371,-0.868283526432801,-1.3027215438855
Tnfsf13,-1.38951651197951,-5.11036021286545,-2.10802808171335,0.365359319112861,-5.23663185462237,-0.643973099561394,0.37313365203693,-0.967043774477147,-1.33164960061246,0.265267399690185,-0.636957980326345,-0.635296882972368
Mst1r,-2.282601308063,-1.40992049472436,-1.04389774429363,-2.44199560294474,-1.77720023598507,-2.02248472281512,-2.18486180108396,-0.967043774477147,-2.71016122386619,-2.237232940839,0.441044531674928,1.57559989952625
Mss51,-1.18306563451208,-1.65092859422815,-1.04389774429363,-2.92742243011499,-0.592775664847642,-1.07139432329607,-2.18486180108396,-2.03117411189686,-0.639771895974797,-0.883595986224298,-2.2219204810475,-0.635296882972368
Wdr27,-1.18306563451208,-1.94043521142314,-1.47999685910031,-0.725788568945335,-3.65166935390121,-1.68144780498006,-0.496805807398697,-1.24267821709057,-0.944626477503218,-0.652270440117842,-1.14391796904623,-1.93075276649854
Spock2,-2.76802813523324,-1.65092859422815,-3.24553160546328,-3.66438802428119,-3.65166935390121,0.260449240456375,-0.831224846469257,-0.361322713589194,0.177364046875393,-0.883595986224298,-0.636957980326345,0.164404466541801
Gm20517,-1.6305246114833,-2.78843211797809,-2.39753469890833,-0.494463022838879,-2.42927693256476,-2.02248472281512,0.259923041588939,-0.133053725916077,-1.86216431731124,0.0191068124207871,-1.93241386385252,-1.68974466699474
Adcy5,-0.697638807341842,-2.30300529080785,-1.86701998220955,-1.54891080686126,-2.42927693256476,-1.68144780498006,-0.962469379747509,-1.58371513492564,-1.12519872314504,-1.31969510103097,-1.69140576434872,0.101668711193839
Plekhg4,-1.00249338887026,-1.65092859422815,-0.812572198187177,-1.34245992939383,-0.378650859494794,0.00136201913924397,-5.35478680252627,-2.03117411189686,-1.33164960061246,-0.883595986224298,-0.868283526432801,-1.48329378952732
Phkg1,-1.00249338887026,-1.40992049472436,-1.31953218690706,-0.605494335227623,-3.65166935390121,-1.28551912864892,-3.03285870763891,-1.40314288928382,-0.784161805309971,-0.883595986224298,-0.636957980326345,-1.14225687169225
Arhgef26,-0.842028716677017,-1.94043521142314,-1.17514227757188,-2.07942552356004,-0.988704341178781,-0.884981199065189,-2.18486180108396,-2.32068072909185,-1.12519872314504,-1.31969510103097,-1.30438264123947,-0.997866962357076
Ifi213,-5.0899562301206,-5.11036021286545,-3.24553160546328,-1.16188768375201,-1.77720023598507,-0.314665474308434,0.911999738168632,-0.536409420147285,0.0123048006048965,0.425732071883431,0.630522330538641,-1.93075276649854
Hgf,-3.50499372939945,-2.78843211797809,-3.24553160546328,-0.391369529874776,-2.06670685318005,-2.02248472281512,-1.89535518388897,-0.735718228370691,-1.12519872314504,0.425732071883431,-0.182392116860864,0.337736069427363
Alpk3,-1.00249338887026,-3.52539771214429,-1.47999685910031,-1.16188768375201,-2.06670685318005,-1.17448781626017,-2.18486180108396,-1.0982883077554,-1.86216431731124,-1.15923042883773,-0.262562465544848,-0.26090136819087
P2ry10,-5.0899562301206,-3.52539771214429,-2.76010477829304,-0.857033102223587,-2.42927693256476,-1.28551912864892,-0.310392683167816,-1.0982883077554,-1.33164960061246,1.48765982102663,0.389514231034846,-0.435988074748961
Pard3b,-1.38951651197951,-2.30300529080785,-1.31953218690706,-1.16188768375201,-1.32974125901385,-0.975179008036767,-1.89535518388897,-1.58371513492564,-1.57265770011626,-2.237232940839,-1.14391796904623,-0.345790265777383
Trbc2,-5.0899562301206,-5.11036021286545,-3.24553160546328,-0.857033102223587,-5.23663185462237,-1.40581336236663,0.0714779521758283,-0.846749540759436,0.253312900108691,1.2221986777983,1.92103747279454,1.05275911071289
Pdcd5-ps,-1.92003122867829,-1.40992049472436,-1.47999685910031,-2.07942552356004,-0.481744352458898,-1.40581336236663,-1.26732396127593,-1.58371513492564,-1.12519872314504,-2.237232940839,-1.69140576434872,-0.635296882972368
Rasgrp4,-3.50499372939945,-3.52539771214429,-3.24553160546328,-1.00142301155876,-1.14916901337203,-0.437522222093967,-2.18486180108396,-0.967043774477147,0.0971936981914094,-1.15923042883773,-0.0342934778717304,-0.26090136819087
Slc22a14,-2.76802813523324,-1.65092859422815,-1.66056910474213,-2.44199560294474,-0.1073488376774,-1.53705789564488,-2.18486180108396,-2.03117411189686,-0.944626477503218,-0.883595986224298,-0.533864487362242,-0.635296882972368
Strip2,-1.38951651197951,-2.30300529080785,-1.31953218690706,-1.00142301155876,-1.32974125901385,-1.8419124771733,-1.10685928908268,-1.40314288928382,-2.22473439669595,-1.31969510103097,-0.999528059711054,-1.14225687169225
Amd2,-3.50499372939945,-0.862432699421866,-1.86701998220955,-1.16188768375201,-1.77720023598507,-1.17448781626017,-3.03285870763891,-0.735718228370691,-1.57265770011626,-1.31969510103097,-0.0342934778717304,-0.345790265777383
Grin2d,-0.842028716677017,-1.65092859422815,-1.47999685910031,-1.78991890636505,-1.53619213648127,-0.975179008036767,-0.599899300362801,-1.0982883077554,-0.277201816590089,-2.59980302022371,-3.06991738760245,-1.48329378952732
Ltb4r1,-5.0899562301206,-1.94043521142314,-3.24553160546328,-1.54891080686126,-2.42927693256476,-1.17448781626017,-0.225503785581303,-2.03117411189686,-0.784161805309971,-0.763301752506586,0.674243707967959,1.1489744259722
Galnt3,-5.0899562301206,-2.30300529080785,-2.10802808171335,-0.857033102223587,-0.592775664847642,-4.34441281770249,-0.831224846469257,-0.632624735406588,-1.86216431731124,0.147430909396327,-0.347451363131361,1.37799993964109
Ebi3,-3.50499372939945,-3.52539771214429,-2.39753469890833,-1.54891080686126,-1.77720023598507,-1.8419124771733,-0.496805807398697,-1.40314288928382,-0.639771895974797,0.320762512281888,0.100007613839861,-0.746328195361112
Ticam2,-5.0899562301206,-5.11036021286545,-1.86701998220955,-1.34245992939383,-2.42927693256476,-0.314665474308434,-0.225503785581303,-0.361322713589194,-1.12519872314504,0.147430909396327,0.983193948857111,-0.746328195361112
Lrrc8e,-2.76802813523324,-2.78843211797809,-1.86701998220955,-1.54891080686126,-2.42927693256476,-1.40581336236663,-1.44789620691775,-1.58371513492564,-0.639771895974797,-1.94772632364401,0.538891855073072,0.391175328388823
Calhm6,-5.0899562301206,-5.11036021286545,-3.24553160546328,-1.78991890636505,-2.42927693256476,-1.17448781626017,0.478103211638472,-0.735718228370691,0.177364046875393,1.33430904411984,1.08388794847658,-0.997866962357076
