,Vehicle_S1,Vehicle_S2,Vehicle_S9,SMAC_S3,SMAC_S11,SMAC_S12,ICB_S5,ICB_S13,ICB_S14,SMAC+ICB_S7,SMAC+ICB_S8,SMAC+ICB_S15
Pomk,5.27527261913094,5.67509225529309,5.58038119332169,6.10103621731049,5.86337336980035,5.75318042265667,5.57521126008276,5.73279268417747,5.75008987507765,5.90968924132116,5.70157208189815,5.93343337815574
Apeh,5.76569093590666,5.53078838454578,5.72428658048329,5.55397339403914,5.65439233552713,5.78529950888436,5.90672050667579,6.04612715930125,5.80947502897702,5.84254811468839,5.90564401867117,5.32491962410033
Srsf4,5.69222296371061,5.78066397728405,5.58672550891465,5.52461284343121,5.95627736448965,5.78701547107404,5.52249733099693,5.68619074761344,5.93441613315218,5.66765251887914,5.85548869553891,5.85596238950003
Sec24d,6.04254349950791,5.67998828388646,6.00949696435545,5.39540706751391,5.71538131026712,5.67564112948772,5.76868799571787,5.40041845961534,5.48459563055605,5.65286241222654,6.09649679504271,5.92666279846664
Gnl3l,5.89659691963606,5.81370997271989,5.93387991771075,5.52790479018958,5.74279334070911,5.70588933811587,5.81074833885165,5.75078163346478,5.70853472573586,5.64200993009086,5.79859653629301,5.50690474317692
Ppt1,5.46559154152646,5.5978615171729,5.51002365650886,6.03778466108436,5.74992129513429,5.55393663657571,5.81576423279043,5.63803308231844,5.65178254986905,6.01122177708365,5.84596199123332,5.9468799535489
Cers6,5.63541002777504,5.56118085384643,5.69169506851619,5.2435040951724,5.80571152517132,5.79471214337035,5.93695947830767,5.74720174318898,5.84978938884689,5.87071060389553,5.84237319574866,5.84403429310263
Nip7,5.42475782401788,5.69940791584496,5.46251764623893,6.22283259118719,5.82068302316034,5.58878603733331,5.60738622858344,5.64189399909435,5.80475004099516,6.23805014049337,5.6228724473702,5.68462607602462
Ccdc6,5.82517621883005,5.88187005210044,5.83608497785137,5.32334970148494,5.83817860653809,5.68026515601317,5.80319164741916,5.67869296525869,5.79842588822328,5.6241986539744,5.79116951839294,5.7332904131083
Ccdc127,5.89943826972413,5.84891729285505,5.80594925987805,5.82278207916489,5.75984163411086,5.65980764861571,5.54834187428605,5.60413177451393,5.66574703920882,5.69678548761025,5.6228724473702,5.87249775722633
Dhrs7b,5.52199071169938,5.84456307916487,5.40623766595471,6.35195600111949,5.58753135512179,5.54179181530075,5.53167189317744,5.55036886828315,5.77767880995686,5.93658297619089,5.71471745795507,6.03660450945972
Gmcl1,5.71659339186536,5.61159339993593,5.74258497929686,5.68949393246382,5.83951567340014,5.61800124507446,5.76220687502071,5.94558526494726,5.83750452448723,5.77957534684756,5.65323156944513,5.60487608189688
Prkd3,5.90792889770851,5.84456307916487,5.84140073567411,5.60940757493307,5.72554117648734,5.74349195801015,5.71062933215028,5.553105132813,5.61985929196989,5.64608918363112,5.68563787436969,5.91074010584046
Cnih4,5.25766513844753,5.56118085384643,5.37725236069284,6.32382325968414,5.66498930372375,5.47097047811105,5.7038814478143,5.65468960439944,5.7696190401629,6.24971378333267,5.63536940267002,6.12797697062112
Slu7,5.92893939100105,5.9333506504817,5.75840788022477,5.30811317659548,5.76547992185749,5.82926431860093,5.82450030211973,5.83413737996026,5.90528450143859,5.45004552922685,5.71078640636515,5.54718943505631
Psmf1,5.70689456514656,5.70902057799915,5.6751189891007,5.55397339403914,5.76407241438888,5.67564112948772,5.8307081216846,5.78958506168275,5.74516599643837,5.86021398898396,5.88136732736452,5.60204587983005
Wrnip1,5.8191868172193,5.97112322522822,5.86351547223742,5.36811694029185,5.79058303053747,5.69770252209375,5.61747504620702,5.75316330142769,5.67957765481079,5.61312755856334,5.87083665987235,5.74872733300691
Sipa1l2,5.95784932388699,5.91547145546657,5.97315270789889,5.10269290079309,5.76969422390257,5.89518571154664,5.66966032151438,5.79421836969046,5.7402252551681,5.53021587791084,5.75599541118252,5.68729897172367
Usp16,5.74845984567673,5.64536194077683,5.71620746714086,5.7639721484231,5.75701420539423,5.69404897144627,5.73201288309718,5.55992317499639,5.7566290139369,5.80898161414382,5.75853648632803,5.84403429310263
Cdk5rap3,5.95238714967309,5.89596586565948,5.7311757063836,5.59692338634756,5.646775131766,5.8057575657163,5.67932434357032,5.92566401398905,5.91554761919827,5.68361611235944,5.63675129457729,5.31458385422676
Ubxn7,6.00346133426736,5.87477016060145,5.93785565578559,5.55558714704956,5.68446523348443,5.70498198271433,5.74521842189645,5.80573695415873,5.63590921691897,5.76714360218632,5.54258255813699,5.5264415370754
Kif4,5.8444718105062,5.90016789302103,5.58799103096149,5.48620549890919,5.86468729980091,5.89915789203197,5.68481771542749,5.5185230590051,5.66574703920882,5.62970250439174,5.71471745795507,5.98213656973142
Nsmce4a,5.4048993543706,6.14053032285789,5.4162464923087,5.99084452897758,5.73849960229897,5.67007266310508,5.45819266872521,5.69983628824867,5.92137964347529,5.90968924132116,5.70421075669113,5.72160335066518
Cox17,5.63028802816696,5.47366272739209,5.77849989605347,6.00390605477881,5.7022126028438,5.87273710016242,5.8479492407239,5.78493682555256,6.11829265006429,5.87766615794331,5.49156150389856,5.18440914220177
Esrra,5.59040329339311,5.42394266958918,5.7906420070902,5.77924625206476,5.69336620798666,5.75054456009478,5.67242808263357,5.80917467232438,5.79048151219661,6.02694898632864,5.74834522070202,5.68996692447825
Lpp,5.80258658652795,5.67017955460651,5.89555371309905,5.06919228470038,5.8125360177498,5.84746891397852,6.00880044399831,5.83638544436666,5.78569380302098,5.67166000768067,5.91250583917342,5.45137996259474
Tmed3,5.46942086040608,5.70742290890908,5.55730783547183,6.10103621731049,5.64218542999186,5.45810354741874,5.74258696646395,5.53937161605542,5.86651206865038,5.99318785425338,5.75217538677708,5.93230715246163
Bet1,5.81618276607478,5.74528695316181,5.82539433952223,6.17743836959321,5.4784721546138,5.68671399515847,5.68207364414678,5.55992317499639,5.84519481476964,5.91194963354367,5.52627236854196,5.49931957827564
Gnb4,5.29482751997275,5.73434555154649,5.41196549498083,5.84538698004575,5.93266684117048,5.62665167430104,5.81701548615671,5.87844627646723,5.86651206865038,6.07615401271804,5.86259266577744,5.40504358089284
Tmem184c,5.92754817098881,5.70261925838603,5.89350806221978,5.88057640850805,5.90993682111842,5.71222489741071,5.47096703035684,5.43939233207487,5.50997522352989,5.6596039901056,5.47311443265279,6.17062608359211
Lamb2,5.94140036613511,5.54517051029019,6.02546445527699,5.17796231913262,5.5859389763278,5.9172903634761,5.88898222943558,6.00374987299868,5.8875189198497,5.50348478818832,5.76360524882232,5.50539089724485
Gli3,6.04895548802214,5.74995084205403,6.16003536867479,5.15897921576504,5.83281791280542,5.96278799143832,5.69574210300429,5.69983628824867,5.40358094218299,5.56222857906097,5.60321498454291,5.86661400094355
Arl6ip4,5.62343028481643,5.85181281824426,5.53779407935024,5.95460917823711,5.70808020642112,5.63715446420053,5.66410881859538,5.72553382589097,5.82044019065064,5.83661108968054,5.66546939529289,5.71768652914378
Sys1,5.66909970903957,5.69457745918646,5.63282590487365,6.10544981934825,5.65135027843609,5.61800124507446,5.51634838171678,5.74958932344576,5.69157162565643,5.7266264668986,5.77619978573428,5.90501057074482
Trim8,6.07180551318407,5.85181281824426,6.02826399375098,5.26338993780115,5.71246530110684,5.67841732349557,5.74258696646395,5.88280322969454,5.53491605149348,5.49295412069615,5.83155293222181,5.63841239193127
Rtel1,5.52751123517359,5.76692392065774,5.59807544102728,5.56362894624913,5.88942726144831,5.83839533035306,5.73995070252182,5.73037712054762,5.57801274424611,5.79190088137171,5.66682276785076,6.03660450945972
Dctn5,5.64729111290714,5.61841063667721,5.66195998787977,5.7709349758423,5.8125360177498,5.70679612321228,5.7038814478143,5.79998915754841,5.80000952728558,5.59354632672994,5.75217538677708,5.85952167183387
Bbx,6.34206361669189,5.76998859529058,6.22979651715914,5.22941909447342,5.91248013608452,5.66728034925102,5.73863076186169,5.89147785960781,5.45071863797311,5.6255765863054,5.76233972677548,5.10467119935536
Abhd16a,5.46175203150009,5.66030368005131,5.42051482394551,5.87799901605677,5.73993226879296,5.63715446420053,5.94728087000025,5.74361294770431,5.60725138989867,6.12276058583901,6.06604835482489,5.43715831909828
Aatf,5.78886105449363,5.73120413486512,5.46665144574595,5.49968085703786,5.89971848683179,5.63334410862568,5.69301875148132,5.72432045740827,5.90086357344116,5.73941073345947,5.83034565596652,5.81377531810363
Mepce,5.84594545214699,5.87903428697928,6.06235224403159,5.62486240982853,5.77808607523764,5.85811918127312,5.72136072549624,5.51009853847709,5.88005153754216,5.21214501313438,5.7199422533112,5.62174168117097
Kat2b,5.59916817479266,5.73120413486512,5.7928387262674,5.44674764595352,5.58115126715217,5.60151866277028,5.9922808546396,5.83413737996026,5.77928537475638,5.87997724380539,6.13220643622801,5.34028575204838
Nek2,6.03997070338979,5.88187005210044,5.57783563458295,5.60629664102492,5.76829082394668,5.8057575657163,5.67794772606044,5.61595720991072,5.75499700579806,5.51987922643898,5.65049789730388,5.80764661287636
Med19,5.64390648955794,5.54517051029019,5.73460797217587,6.02036059614043,5.74992129513429,5.54787700551431,5.79686402744715,5.64189399909435,5.82666878118186,5.83064953144182,5.76486966173489,5.60062869401777
Arl2,5.56378454858597,5.78521506951523,5.49930223203626,6.12405843522635,5.64371695353366,5.6314351503043,5.79813177361035,5.63416180528831,6.01298773318138,5.93990971488456,5.74578611574561,5.32491962410033
Mtss2,6.33683266447496,5.83142102941308,6.44131904792985,5.39179807240888,6.08021532898011,6.07730139688535,5.54381458487767,5.74839602723142,5.59635622138362,4.87477208467413,5.12877319806647,5.64942013281792
Natd1,5.71175212879586,5.82259267932926,5.87496549298096,5.92869180386247,5.64371695353366,5.79641695307051,5.96883096076531,5.37280622840748,5.70853472573586,5.50946797992992,5.87552644877546,5.46546278089143
Ufd1,5.8191868172193,5.62350250681309,5.70808285573608,5.82545993615811,5.80844519731257,5.62473383415036,5.62320856608669,5.86198950060014,5.59270613710668,5.88228463340702,5.54846811465615,5.76019758368201
Yipf5,5.77345572882104,5.63531411113668,5.54563128309174,6.16902919436261,5.57313627408805,5.57792380569912,5.72269655433324,5.53522593779787,5.62344140440209,5.84964044379808,5.74834522070202,5.90845102159841
Zmym2,6.00741753886962,5.79577878332993,6.04862961323147,5.54587744102633,5.59704889403238,5.89915789203197,5.59285013542556,5.78842440591549,5.6270146447201,5.61867372605071,5.60885878652143,5.53091270297096
Mid1ip1,6.05151232527248,5.9251262384267,5.87496549298096,5.3271338217945,5.71538131026712,5.7221249022291,5.60013648950405,5.50162453443173,5.93441613315218,5.50348478818832,5.7355040585693,5.76653075908887
Rpf2,5.31624877529825,5.71539362001766,5.2535169922706,6.20649038412405,5.80022859205068,5.49216358842463,5.70117343192602,5.65850626017273,5.83904586548949,6.06197507754828,5.67491644989709,5.93792950969782
Slc29a1,5.92893939100105,5.69940791584496,5.77071954954947,5.6125118150568,5.92512988868231,5.72749640719034,5.42246851266565,6.23177490462964,5.21702413396017,5.51095990875046,5.6074499045336,5.99944695412468
4932438A13Rik,5.86641992712907,5.47929093364933,5.93089090757895,5.47260308779904,5.80981009338495,5.72391762695917,5.80192834169843,5.72189065465979,5.32875776542611,5.60337016360517,5.74450485896434,6.16775790165161
Orc4,5.68235834380105,5.56823992623401,5.65352315073113,6.09660907140176,5.76547992185749,5.57494712986825,5.75439090082901,5.45410633050933,5.62522913082773,6.15365252644663,5.68028712167742,5.63979296145374
Hook3,5.70202059077809,5.48303090992629,5.98856729237403,5.54262629589634,5.92260879578931,5.73640470990584,5.88182539768948,5.7133539727053,5.41602698665591,5.74702726698399,5.74193892669009,5.77283625444496
Coq9,5.59566860960575,5.52354319648307,5.53385945407263,6.10984996013128,5.60493249310821,5.58878603733331,5.7133196733325,5.91931551071552,5.63057905676398,6.06806883546095,5.66817487201804,5.68462607602462
Nob1,5.81166492822551,5.98569602631549,5.64867985607449,5.79299285479134,5.80022859205068,5.69952583360455,5.54381458487767,5.73761171175927,5.63945174795833,5.66898958574119,5.63260164155083,5.67792209072294
Rcc1,5.58864390897886,5.77457343508431,5.46389689590506,5.93118028234213,5.92890328675556,5.58878603733331,5.35688017103808,5.50445473649856,5.72696662040661,5.76839160835488,5.82550642278052,6.17634539748833
Fbxl5,5.56914773335306,5.50158672895453,5.33416145799547,6.03778466108436,5.73993226879296,5.6579334099099,5.86619604855551,5.49310046212519,5.66400885220231,6.14214542623226,5.86022856030637,5.76273419100079
Oxa1l,5.88374113618475,5.91961713372413,5.72543705505853,5.7084770358314,5.74422175175737,5.69038614487478,5.55585592794336,5.72916782035871,5.60905927865768,5.45160015765411,5.6256589186196,5.97121114803005
Far1,5.63881461942206,5.39445877476739,5.80268277914475,5.49632379899979,5.5859389763278,5.6710022346842,5.8307081216846,5.73399895100434,5.84058556151705,5.95533386376475,5.81577898573694,5.82958916575704
Cnot6l,6.01660671032428,5.93744534114214,5.97798748132745,5.45887120503601,5.66649682218995,5.67656712120173,5.87703437613114,5.83975098642378,5.52537438284427,5.50498291401441,5.69760499862609,5.40666641013132
Helz,5.88230561861269,5.66689510232647,6.09654306253586,5.3863675953287,5.91501897535105,5.80067018445556,5.91024213993189,5.74241469594034,5.46276626573764,5.51839649759224,5.61588263214244,5.58351298116952
Ice1,5.96871202021997,5.82848424460072,5.99811843643368,5.35149158938495,5.87515588117865,5.82007514714627,5.85527568071396,5.48881946479731,5.52537438284427,5.50797450666934,5.70421075669113,5.65352647821132
Mkrn2,5.81015583285685,5.94152844303993,5.71620746714086,5.78338400358437,5.65287210878911,5.70498198271433,5.78412491561647,5.45849142519505,5.74187404968,5.62970250439174,5.6545964655175,5.69926609598007
Pip4k2b,5.82965200848265,5.65202182584494,5.99430556327706,5.30043414294551,5.85678570976559,5.64190330009095,5.63176634723039,5.57884403689362,5.6465108203459,5.62832850901084,5.9640561558386,5.8512029788631
Znfx1,5.44629098556753,5.31065264291377,5.70691845289572,5.2374844965607,5.65287210878911,5.63429764140387,6.4392228424947,6.04028825065976,5.68815493953401,5.89947341943119,6.37426927509691,5.13239714611899
Rpap1,5.8191868172193,5.71539362001766,5.82217163890988,5.30811317659548,5.86337336980035,5.83839533035306,5.85161711144758,5.80573695415873,5.71022011733044,5.5836551368723,5.72774413825131,5.51595461105954
Foxk1,5.76880186981482,5.65699664126023,5.89657545183927,5.17586537829704,5.76547992185749,5.95364975001653,6.19355348514988,5.66231284560246,5.58721363666213,5.68889829689964,5.80475664403336,5.40666641013132
Nrf1,6.00741753886962,6.08378102599768,5.72658661292085,5.60940757493307,5.78919981370966,5.69587690332323,5.55285500113926,5.31916239817625,5.75825917799836,5.64337096324924,5.63813186409977,5.73070145765195
Armcx2,5.96193242578478,6.01440732295702,5.8466969789235,5.50803948436429,5.60178422117497,5.71673332308246,5.75439090082901,5.5489987874196,5.75008987507765,5.64064761172628,5.63398618584221,5.56473890689448
Msl2,5.78117895412244,5.7653891385546,5.76401712150897,5.59848983062837,5.66800276704578,5.80744938067522,5.65853587089918,5.44087050335263,5.8680227442239,5.71113429074568,5.80229575637332,5.67388469524967
Eml4,5.6523532059634,5.9251262384267,5.85723149116231,5.33090804249744,5.87385145519386,5.74702256862112,5.75700093327474,5.54350541556243,5.58537814654064,5.66765251887914,5.88950503249122,5.70850571153776
Ube2g1,5.98485423103985,5.82995338428052,5.86142385165955,5.6657819239483,5.7022126028438,5.68487440926576,5.64591746648498,5.76028480518918,5.53301275960676,5.707235112586,5.64912911632749,5.49779774792262
Thyn1,5.52199071169938,5.72805586293189,5.52463671464015,6.37041093829608,5.67401087584726,5.45810354741874,5.58111487974132,5.80344058273734,5.60544123277175,6.00594104263395,5.54552833770233,5.69926609598007
Med14,5.58335284544109,5.81815816239244,5.86560406477142,5.50970541415782,5.89715255455754,5.54686458790021,5.73201288309718,5.57750074532461,5.32875776542611,5.70332536753491,5.9463337674103,6.00588517250403
Tfam,5.83708093859969,5.85902630847683,5.74825595767156,5.82412162897411,5.48702908978762,5.54787700551431,5.75960625234104,5.55173764925953,5.81575103687716,5.74829278903083,5.6228724473702,5.70587185404511
Emsy,5.83559820975295,5.75459970227715,5.83395317836353,5.69828641294948,5.89200695823023,5.73995268597226,5.64732497395358,5.47301288690981,5.6761324112848,5.60197084725795,5.60321498454291,5.74360002404407
Ccar2,5.90368982989599,5.8431087493634,5.81678442189243,5.43802515843512,5.77947998359815,5.84335163081621,5.64027366450645,5.78842440591549,5.76638248234806,5.47624904410706,5.6256589186196,5.57487837160879
Ndufb4c,5.20581270429991,5.37042998823037,5.13557868863577,6.67211853552906,5.71829143740795,5.57295926177436,5.8794318757122,5.31916239817625,5.71694206328665,6.48272622802152,5.58900812388992,5.82958916575704
Atox1,5.31412090612063,5.37848413359189,5.53779407935024,6.22283259118719,5.75134266967379,5.67285958291742,5.7133196733325,5.72432045740827,5.75988750214513,6.00276329896837,5.60180057752678,5.80887443851719
G2e3,5.82965200848265,5.74839788706997,5.80812281213986,5.78338400358437,5.785042188236,5.92743923407937,5.70252807525643,5.58420473062629,5.54816924874623,5.59635996982729,5.5989675966638,5.56619177211383
Vcpip1,5.78579312129945,5.46423331447216,6.03012733923557,5.30811317659548,5.6205716168858,5.75756285324675,5.93465577316206,5.59751996165405,5.6622685684679,5.79190088137171,5.91136446645496,5.60346167488076
Rhbdf1,5.83411395546474,5.70582346856689,5.68697844791661,5.41864801067018,5.91628672151426,5.717633320018,5.30074392062937,6.12915573276426,5.52345845289351,5.67166000768067,5.54552833770233,6.01442501270188
Ccdc97,5.83262817259306,5.71061647975579,5.84246154089903,5.31955562949974,5.79334549196721,5.70316555812325,5.71734580164096,5.78027356479462,5.82822173616592,5.6596039901056,5.68430204553269,5.58351298116952
Zbtb7a,5.85621901060296,5.69779956000292,5.97605551580152,5.10269290079309,5.69040531409793,5.79385898246974,6.06148294199694,5.67618502018402,5.47867484916433,5.46397724196173,5.98482257936785,5.67253638202921
Zpr1,5.44629098556753,5.67509225529309,5.56246723315975,5.72147437636027,5.73993226879296,5.52338071060885,5.63318772176988,5.78493682555256,5.82977302130559,5.7253417873472,5.86022856030637,5.95244591354257
Acadvl,5.74055897685624,5.66030368005131,5.72888298434224,5.61870032874281,5.72119570621138,5.5428077977659,5.61747504620702,5.95699412774579,5.70853472573586,5.72019159877781,5.83637195980362,5.59779013916032
Sesn3,6.26814547732025,5.71856961478603,6.46699539497654,5.4257243953831,5.55371664212955,5.90311916591247,6.05936987674787,5.72795750565611,5.48656383691983,5.29588044670511,5.47928970175323,5.05793192027363
Bola2,5.20581270429991,5.38049066387485,5.31747394759912,6.66166688279464,5.72554117648734,5.57196429963775,5.45819266872521,5.57884403689362,5.96861495025769,6.13248556395673,5.63260164155083,5.80887443851719
Mrpl33,5.14725373063442,5.59267817612097,5.25829413253247,6.55921150495518,5.64218542999186,5.53056852995129,5.44206399274089,5.54488072075799,6.04405820926895,6.14599133331724,5.55432975823374,5.97011404148221
Zfp292,5.95784932388699,5.50710725242874,5.96927318948477,5.48620549890919,5.76266353240104,5.90785838191545,6.00331490491458,5.78842440591549,5.3741156866653,5.6075599875787,5.39687285020064,5.66983596937202
Suv39h1,5.62343028481643,5.75769064087971,5.48985517743206,5.81202066765746,5.80571152517132,5.55494410522062,5.49148710882364,5.49452464293274,5.6570350861597,5.85787100017685,5.81211422074965,6.07385076705408
Brd8,5.87799047569211,5.75923363037533,5.65714498118785,5.60940757493307,5.62987435760384,5.99951312097399,5.67242808263357,5.68369581393347,5.89198086683179,5.5836551368723,5.39360698566873,5.66848386520474
Ccdc91,5.45404222001394,5.86906498246602,5.59807544102728,5.93366447588041,5.50567758146163,5.75756285324675,5.86740433593006,5.62248525290822,5.89494784996674,5.7857512768307,5.84237319574866,5.29368748348677
mt-Nd4l,5.90933915690281,5.07079204400011,6.03940813702351,5.70120537204516,6.63103299375838,6.18273833967422,5.92191921736616,5.49310046212519,5.49636479201123,5.25194602119235,5.07270026784413,5.64530206615632
Tmem11,5.62171074344374,5.81222418984821,5.52066599183756,6.1626899895493,5.56830581742954,5.38407462253942,5.57816608966845,5.63416180528831,5.79048151219661,5.87187219416834,5.73936842259646,5.72029892468039
Ncoa2,5.87654922178514,5.7515021271937,5.98952525724382,5.24150035173795,5.72409414021669,5.70043662595859,5.81325846569782,5.70476647686858,5.44870088234226,5.70983573526567,5.78744162215619,5.64667606153721
Nol9,5.65739759935746,5.6619543610562,5.72198287533769,5.53118924246961,5.66348020835509,5.55595087081688,5.65013587604278,5.74839602723142,5.6270146447201,5.77833698192955,5.89990079834413,5.892324921105
Brcc3,5.66576592352168,5.72173863317368,5.70924631954179,5.94602168240039,5.74422175175737,5.60638605956301,5.68892406082089,5.68494382010203,5.38892353702567,6.0352672510503,5.67357065218673,5.50539089724485
Prpf4,5.60788012784177,5.80178064343027,5.60933677779695,5.6552840966658,5.77947998359815,5.73995268597226,5.59431035320294,5.67994530478254,5.59453233360481,5.68889829689964,5.84237319574866,5.77535075624209
Lrba,5.94690421655244,5.67345654645473,5.95364994330069,5.30427876891402,5.785042188236,5.72122770379167,5.92191921736616,5.86198950060014,5.46476445863448,5.49295412069615,5.69892857215094,5.53240001757783
Ppp1r10,5.79039257803542,5.57175655208462,5.89657545183927,5.66727539720889,5.84884060455892,5.89995101741802,5.66549869831838,5.4064833977786,5.55193362150398,5.48082419077714,5.82065090270413,5.75638429060495
Hpf1,5.62514777911557,5.69457745918646,5.50064677550813,5.93242291380646,5.5650765042941,5.5878019342659,5.53014684542349,5.66989601702153,5.91262274228993,5.99211998222766,5.68697246747216,5.65898348723633
Ehbp1l1,5.53848931001658,5.67181898096576,5.59933105036754,5.22536942152413,5.79058303053747,5.60151866277028,5.72403114743571,5.82171001615595,5.92283397327676,5.66631421169515,6.02231119678433,5.76905626527584
Cdca4,5.63199738268078,5.84456307916487,5.62914242617253,5.92370193277177,5.62678010431927,5.71943163130213,5.44368499857535,5.43939233207487,5.58354031821454,5.83303711169861,5.74578611574561,5.92779343727128
Uaca,5.7965024655831,5.55052705743711,5.67034777337249,5.16955620625555,6.01070232340636,5.77149783671662,5.8649867483666,5.67618502018402,5.58904679452108,5.59495383419854,5.61588263214244,6.03345680994002
Polr3k,5.66743377924604,5.58051079642686,5.86664722825931,5.89976146570454,5.7022126028438,5.60249345675391,5.61315990328644,5.69860110406286,5.6761324112848,5.81019396298902,5.6395111137659,5.57632106676991
Xpo4,5.69876210256986,5.67672611168617,5.76513635743857,5.23345743172432,5.89071768643675,5.74525834334362,5.66966032151438,5.67367270776701,5.57431589394423,5.69809583741957,5.80721334116321,5.89579572079238
Ormdl1,5.38881338935516,5.65865110823156,5.46251764623893,6.45152263013792,5.57152791824601,5.49111129440213,5.63744346243962,5.3111026283823,5.74187404968,6.12665844715205,5.5411074097049,5.93343337815574
Ppp1r11,5.54031089490617,5.51077590040919,5.3990457515551,6.39224969083201,5.52906863302873,5.52338071060885,5.64873110958233,5.60808436613943,5.85131766763481,6.038374276747,5.62008058381699,5.63010111570881
Exosc2,5.41882893194391,5.72173863317368,5.40910442306468,5.71282250610736,5.73562999411093,5.66261444919148,5.54834187428605,5.63028011225363,5.78888737386768,5.94654026676672,5.70025093250098,6.01548894714603
Osbp,5.99684345550285,5.67672611168617,5.88220483812555,5.2213083490582,5.58434483799887,5.77841517710518,5.73068565665501,5.67618502018402,5.81261644565838,5.51691224330403,5.74193892669009,5.66983596937202
Slc44a2,5.77809462362456,5.81370997271989,5.70575310950369,5.30235773661834,5.38083561067183,5.76802668907907,5.7699807332962,5.75316330142769,5.75336314940499,5.51691224330403,5.88718465395983,5.85239430431551
Samd8,5.97680570226631,5.66853826314293,6.02172326668871,5.3972081851522,5.57474283888758,5.77236432025071,5.80192834169843,5.60676803845606,5.63235796579441,5.45780197286129,5.67626099336896,5.69395962547931
Lztr1,5.62343028481643,5.61670934515826,5.64746648759179,5.91744022571583,5.62832806052023,5.68211062481728,5.57373157273162,5.67869296525869,5.68644355731566,5.78944418424186,5.74578611574561,5.68596314288667
Map3k20,5.70527173590808,5.56118085384643,5.94676120900748,5.50970541415782,5.85414220001838,5.76193201176747,5.70658439013354,5.69860110406286,5.45675502770378,5.60197084725795,5.69760499862609,5.77031736241985
Ehd4,5.75317968099075,5.31065264291377,5.86037690310788,5.31193742016248,5.67700557342674,5.61317294391157,5.73333888966194,6.03540437652758,5.35485092657075,5.87650922521019,6.07626940388828,5.66577584931646
Cdc23,5.60091477917171,5.66853826314293,5.65352315073113,5.87670859106833,5.80297266333139,5.63334410862568,5.64168668620696,5.38360720429671,5.64298560163189,5.75837719909661,5.83997569616759,5.76400082412946
Naa40,5.55299799335973,5.62010992431877,5.66675897788783,5.60785294650582,5.75842861241035,5.64663655578314,5.7038814478143,5.61071342388912,5.78249314715272,5.6596039901056,5.79736135210721,5.85714979289289
Gas2l1,5.54757432140471,5.68161660803324,5.8718517614682,5.35890429697556,5.91628672151426,5.74702256862112,5.49461829842149,6.14556571110176,5.57060954626441,5.63655292106584,5.60038478247607,5.68996692447825
Tlnrd1,5.614812009242,5.64702979650119,5.74372095970271,5.47431041940764,5.65287210878911,5.52235094965086,5.85039552370237,5.51291218157444,5.87855341171607,5.6809677499069,6.00529432374579,5.65762116887175
Gm38394,5.80713289819215,5.50894274255023,6.14033079517818,5.36995243041334,5.79196492244474,6.01057113403504,6.11942613466768,5.30299757874525,5.12399375753512,5.55790481446332,5.76613296745562,5.73587473093484
Jtb,5.38476371640588,5.72332053578929,5.41482090420764,6.08212629685727,5.61433629636007,5.67564112948772,5.40593314493935,5.72674617473617,5.7744603032324,5.85669807731477,5.63121576724552,5.93680678976498
Sms,5.62686323120935,5.73748014276526,5.49660938003486,6.2268893813215,5.66800276704578,5.62473383415036,5.64591746648498,5.52411219932585,5.46875256080337,6.03319217691925,5.44971886524076,5.71899331821944
E2f4,5.60614194083526,5.86906498246602,5.48850053410165,5.67620391487121,5.79334549196721,5.68303247471503,5.60738622858344,5.59353828008098,5.77123460028793,5.68493847270948,5.7160254317898,5.72940523560529
Prpf38a,5.4048993543706,5.65699664126023,5.41053566826232,6.06749665860012,5.74992129513429,5.53159244414678,5.63034357094063,5.62248525290822,5.58354031821454,5.95642930424327,5.68296497867064,5.91644697657666
Gorasp1,5.58158483659128,5.61330073154453,5.70108229994948,5.87799901605677,5.67401087584726,5.70407405628985,5.71734580164096,5.41402889113399,5.68129719618347,5.71631685596283,5.98047547237744,5.54866007233033
Synrg,5.83114085798619,5.43942445508241,6.01515275091637,5.23345743172432,5.80981009338495,5.78529950888436,5.90436796634057,5.86639636173082,5.40774156522784,5.65151030805926,5.83396445813373,5.4275987366387
Nosip,5.71336768892089,5.75614599936075,5.60559275742347,5.69389687089921,5.80160128010941,5.69130272371177,5.43556169422564,5.79306143695734,5.70177340092498,5.67565639539096,5.63121576724552,5.69129905295784
Wdr46,5.56736221946069,5.79276846394687,5.66915249986511,5.39900705700732,5.96855047160628,5.67378736111074,5.44206399274089,5.80344058273734,5.60544123277175,5.73558733447022,5.66275883547086,5.868970383731
Ccdc85c,5.69058353735136,5.64536194077683,5.71967548573606,5.23345743172432,5.54718490469781,5.61413989772853,6.03591957034651,5.4873896380788,5.88453660345768,5.55211956343919,6.0721896697001,5.70587185404511
Hif1an,5.87366238732337,5.7942744088027,5.9268959031822,5.35705468769544,5.73993226879296,5.78701547107404,5.63318772176988,5.57346334985135,5.53681683574853,5.50348478818832,5.71863782732641,5.74102951995044
Med12,5.91777188451165,5.53259401061488,5.85407920649763,5.24949868152938,5.82203639571821,5.90549071993838,5.79050853240733,5.7133539727053,5.43041295384371,5.55356805255775,5.77619978573428,5.63148965772253
Aggf1,5.7036470791588,5.81815816239244,5.79393583281524,5.24949868152938,5.82608891254268,5.66541579966562,5.66271759858315,5.77793626976596,5.67267892060904,5.55790481446332,5.71209794740174,5.72810784789115
